support_case_id,date_key,station_id,opened_at,closed_at,case_category,case_status,priority,channel,handling_hours,sla_target_hours,sla_breached_flag,repeat_contact_flag
CASE000206,20250211,ST007,2025-02-11 11:32:00,,Cleanliness Complaint,Pending Customer,Low,Station Desk,,36,N,N
CASE000207,20250211,ST001,2025-02-11 20:22:00,2025-02-13 07:22:00,Service Disruption Complaint,Resolved,Low,Web Form,35,72,N,N
CASE000208,20250211,ST009,2025-02-11 07:30:00,2025-02-12 01:30:00,Information Request,Resolved,Medium,Station Desk,18,24,N,N
CASE000209,20250212,ST012,2025-02-12 10:47:00,2025-02-13 16:47:00,Service Disruption Complaint,Resolved,Medium,Web Form,30,72,N,N
CASE000210,20250212,ST010,2025-02-12 20:15:00,2025-02-17 01:15:00,Lost Property,Resolved,Medium,Mobile App,101,72,Y,N
CASE000211,20250212,ST001,2025-02-12 22:16:00,2025-02-19 12:16:00,Delay Compensation,Resolved,Medium,Web Form,158,96,Y,N
CASE000212,20250212,ST010,2025-02-12 09:35:00,2025-02-15 10:35:00,Ticketing / Refund,Resolved,Medium,Email,73,48,Y,N
CASE000213,20250212,ST013,2025-02-12 14:08:00,2025-02-13 02:08:00,Accessibility Assistance,Resolved,Medium,Email,12,12,N,N
CASE000214,20250212,ST002,2025-02-12 17:51:00,2025-02-14 22:51:00,Service Disruption Complaint,Resolved,Medium,Mobile App,53,72,N,N
CASE000215,20250213,ST015,2025-02-13 09:17:00,,Information Request,Open,High,Email,,24,N,N
CASE000216,20250213,ST015,2025-02-13 13:16:00,2025-02-14 15:16:00,Lost Property,Resolved,Low,Web Form,26,72,N,Y
CASE000217,20250214,ST008,2025-02-14 16:36:00,,Information Request,Pending Customer,Medium,Web Form,,24,N,N
CASE000218,20250214,ST010,2025-02-14 22:18:00,,Staff Conduct,Open,Low,Email,,72,N,N
CASE000219,20250214,ST001,2025-02-14 17:14:00,2025-02-15 09:14:00,Accessibility Assistance,Resolved,Medium,Web Form,16,12,Y,N
CASE000220,20250214,ST013,2025-02-14 18:50:00,,Cleanliness Complaint,Open,Medium,Mobile App,,36,N,N
CASE000221,20250214,ST003,2025-02-14 10:01:00,2025-02-16 14:01:00,Service Disruption Complaint,Resolved,High,Email,52,72,N,N
CASE000222,20250214,ST002,2025-02-14 17:14:00,2025-02-16 07:14:00,Ticketing / Refund,Resolved,Medium,Mobile App,38,48,N,N
CASE000223,20250214,ST013,2025-02-14 07:30:00,2025-02-14 14:30:00,Accessibility Assistance,Resolved,Medium,Mobile App,7,12,N,N
CASE000224,20250215,ST006,2025-02-15 14:02:00,,Ticketing / Refund,Open,Low,Station Desk,,48,N,N
CASE000225,20250215,ST008,2025-02-15 11:47:00,2025-02-18 16:47:00,Information Request,Resolved,Low,Email,77,24,Y,N
CASE000226,20250215,ST002,2025-02-15 11:09:00,2025-02-19 18:09:00,Service Disruption Complaint,Resolved,Medium,Station Desk,103,72,Y,N
CASE000227,20250215,ST003,2025-02-15 07:18:00,2025-02-18 12:18:00,Lost Property,Resolved,High,Contact Centre,77,72,Y,Y
CASE000228,20250216,ST002,2025-02-16 11:53:00,2025-02-18 08:53:00,Service Disruption Complaint,Resolved,Medium,Email,45,72,N,N
CASE000229,20250216,ST003,2025-02-16 08:04:00,2025-02-17 05:04:00,Information Request,Resolved,High,Mobile App,21,24,N,Y
CASE000230,20250216,ST013,2025-02-16 07:30:00,2025-02-18 11:30:00,Ticketing / Refund,Resolved,Low,Station Desk,52,48,Y,N
CASE000231,20250216,ST002,2025-02-16 11:35:00,2025-02-21 14:35:00,Lost Property,Resolved,Low,Mobile App,123,72,Y,N
CASE000232,20250217,ST007,2025-02-17 06:58:00,2025-02-21 02:58:00,Lost Property,Resolved,High,Contact Centre,92,72,Y,N
CASE000233,20250217,ST015,2025-02-17 08:03:00,2025-02-19 04:03:00,Lost Property,Resolved,Medium,Station Desk,44,72,N,N
CASE000234,20250217,ST006,2025-02-17 12:32:00,,Information Request,Open,Medium,Web Form,,24,N,N
CASE000235,20250217,ST009,2025-02-17 07:34:00,2025-02-24 21:34:00,Ticketing / Refund,Resolved,Low,Web Form,182,48,Y,Y
CASE000236,20250217,ST001,2025-02-17 12:40:00,2025-02-22 14:40:00,Delay Compensation,Resolved,Low,Web Form,122,96,Y,N
CASE000237,20250217,ST009,2025-02-17 21:32:00,2025-02-21 17:32:00,Lost Property,Resolved,Low,Contact Centre,92,72,Y,N
CASE000238,20250217,ST010,2025-02-17 10:17:00,2025-02-17 11:17:00,Accessibility Assistance,Resolved,Low,Web Form,1,12,N,N
CASE000239,20250217,ST007,2025-02-17 11:21:00,2025-02-20 19:21:00,Lost Property,Resolved,Medium,Contact Centre,80,72,Y,N
CASE000240,20250217,ST014,2025-02-17 08:39:00,2025-02-19 04:39:00,Delay Compensation,Resolved,Low,Web Form,44,96,N,N
CASE000241,20250217,ST015,2025-02-17 16:03:00,,Ticketing / Refund,Open,Low,Email,,48,N,N
CASE000242,20250218,ST004,2025-02-18 18:57:00,2025-02-19 16:57:00,Lost Property,Resolved,Low,Contact Centre,22,72,N,Y
CASE000243,20250218,ST010,2025-02-18 12:05:00,2025-02-18 19:05:00,Information Request,Resolved,Low,Web Form,7,24,N,N
CASE000244,20250218,ST008,2025-02-18 06:06:00,2025-02-20 20:06:00,Staff Conduct,Resolved,Medium,Web Form,62,72,N,N
CASE000245,20250218,ST015,2025-02-18 19:32:00,2025-02-19 01:32:00,Accessibility Assistance,Resolved,High,Web Form,6,12,N,Y
CASE000246,20250218,ST005,2025-02-18 14:16:00,2025-02-19 11:16:00,Staff Conduct,Resolved,Medium,Contact Centre,21,72,N,N
CASE000247,20250218,ST009,2025-02-18 14:45:00,2025-02-21 12:45:00,Delay Compensation,Resolved,Low,Contact Centre,70,96,N,Y
CASE000248,20250218,ST006,2025-02-18 21:54:00,2025-02-22 18:54:00,Lost Property,Resolved,Medium,Station Desk,93,72,Y,N
CASE000249,20250218,ST001,2025-02-18 11:08:00,2025-02-21 18:08:00,Lost Property,Resolved,Medium,Contact Centre,79,72,Y,N
CASE000250,20250219,ST010,2025-02-19 06:02:00,2025-02-19 16:02:00,Accessibility Assistance,Resolved,Low,Contact Centre,10,12,N,N
CASE000251,20250219,ST001,2025-02-19 22:53:00,2025-02-20 20:53:00,Staff Conduct,Resolved,High,Email,22,72,N,N
CASE000252,20250219,ST001,2025-02-19 13:57:00,2025-02-22 02:57:00,Ticketing / Refund,Resolved,Medium,Station Desk,61,48,Y,N
CASE000253,20250219,ST007,2025-02-19 14:13:00,2025-02-20 07:13:00,Ticketing / Refund,Resolved,Low,Mobile App,17,48,N,N
CASE000254,20250219,ST008,2025-02-19 20:40:00,,Delay Compensation,Open,Medium,Mobile App,,96,N,N
CASE000255,20250220,ST014,2025-02-20 22:12:00,2025-02-24 14:12:00,Lost Property,Resolved,Low,Mobile App,88,72,Y,Y
CASE000256,20250220,ST008,2025-02-20 17:36:00,2025-02-20 23:36:00,Information Request,Resolved,Medium,Email,6,24,N,N
CASE000257,20250220,ST006,2025-02-20 07:09:00,,Information Request,Pending Customer,Low,Email,,24,N,N
CASE000258,20250221,ST010,2025-02-21 10:54:00,,Ticketing / Refund,Pending Customer,Medium,Contact Centre,,48,N,N
CASE000259,20250221,ST014,2025-02-21 17:50:00,2025-02-26 19:50:00,Delay Compensation,Resolved,Medium,Station Desk,122,96,Y,N
CASE000260,20250221,ST010,2025-02-21 21:31:00,2025-02-23 10:31:00,Ticketing / Refund,Resolved,Low,Contact Centre,37,48,N,Y
CASE000261,20250221,ST007,2025-02-21 14:53:00,,Delay Compensation,Open,Medium,Web Form,,96,N,N
CASE000262,20250221,ST001,2025-02-21 20:54:00,2025-02-24 17:54:00,Service Disruption Complaint,Resolved,Low,Web Form,69,72,N,N
CASE000263,20250222,ST009,2025-02-22 09:04:00,2025-02-24 19:04:00,Service Disruption Complaint,Resolved,Urgent,Mobile App,58,72,N,N
CASE000264,20250222,ST001,2025-02-22 21:35:00,2025-02-24 14:35:00,Cleanliness Complaint,Resolved,Urgent,Contact Centre,41,36,Y,N
CASE000265,20250222,ST003,2025-02-22 20:42:00,,Ticketing / Refund,Open,Medium,Station Desk,,48,N,N
CASE000266,20250223,ST001,2025-02-23 14:07:00,2025-02-25 18:07:00,Staff Conduct,Resolved,Medium,Web Form,52,72,N,N
CASE000267,20250223,ST009,2025-02-23 13:27:00,2025-02-24 22:27:00,Service Disruption Complaint,Resolved,High,Contact Centre,33,72,N,N
CASE000268,20250223,ST010,2025-02-23 19:21:00,,Ticketing / Refund,Open,High,Web Form,,48,N,N
CASE000269,20250223,ST001,2025-02-23 18:07:00,2025-02-25 09:07:00,Lost Property,Resolved,Medium,Station Desk,39,72,N,N
CASE000270,20250223,ST005,2025-02-23 16:33:00,2025-02-25 15:33:00,Ticketing / Refund,Resolved,Medium,Contact Centre,47,48,N,N
CASE000271,20250223,ST008,2025-02-23 10:57:00,2025-02-23 11:57:00,Service Disruption Complaint,Resolved,Low,Contact Centre,1,72,N,N
CASE000272,20250223,ST015,2025-02-23 08:00:00,,Delay Compensation,Open,High,Contact Centre,,96,N,N
CASE000273,20250223,ST010,2025-02-23 16:46:00,2025-02-24 13:46:00,Ticketing / Refund,Resolved,Urgent,Email,21,48,N,N
CASE000274,20250224,ST015,2025-02-24 22:39:00,2025-03-01 13:39:00,Lost Property,Resolved,Medium,Contact Centre,111,72,Y,N
CASE000275,20250224,ST010,2025-02-24 07:47:00,,Ticketing / Refund,Pending Customer,Medium,Email,,48,N,N
CASE000276,20250224,ST013,2025-02-24 21:55:00,,Ticketing / Refund,Pending Customer,Low,Web Form,,48,N,Y
CASE000277,20250224,ST007,2025-02-24 12:26:00,2025-02-25 13:26:00,Information Request,Resolved,Medium,Email,25,24,Y,N
CASE000278,20250224,ST012,2025-02-24 06:42:00,,Ticketing / Refund,Open,Medium,Email,,48,N,Y
CASE000279,20250224,ST015,2025-02-24 19:16:00,2025-03-02 12:16:00,Delay Compensation,Resolved,Medium,Contact Centre,137,96,Y,N
CASE000280,20250225,ST007,2025-02-25 14:12:00,,Lost Property,Pending Customer,High,Email,,72,N,N
CASE000281,20250225,ST008,2025-02-25 20:16:00,2025-02-26 16:16:00,Information Request,Resolved,Low,Email,20,24,N,N
CASE000282,20250225,ST010,2025-02-25 14:54:00,2025-03-01 13:54:00,Lost Property,Resolved,High,Web Form,95,72,Y,N
CASE000283,20250225,ST010,2025-02-25 17:36:00,2025-02-28 06:36:00,Accessibility Assistance,Resolved,Low,Email,61,12,Y,N
CASE000284,20250225,ST008,2025-02-25 09:35:00,2025-02-28 17:35:00,Delay Compensation,Resolved,Medium,Mobile App,80,96,N,N
CASE000285,20250225,ST007,2025-02-25 19:12:00,2025-02-26 12:12:00,Information Request,Resolved,Low,Web Form,17,24,N,N
CASE000286,20250226,ST001,2025-02-26 10:27:00,2025-02-28 03:27:00,Cleanliness Complaint,Resolved,Low,Web Form,41,36,Y,N
CASE000287,20250226,ST002,2025-02-26 21:41:00,,Accessibility Assistance,Open,Medium,Web Form,,12,N,N
CASE000288,20250226,ST009,2025-02-26 12:49:00,2025-02-27 02:49:00,Staff Conduct,Resolved,Low,Contact Centre,14,72,N,N
CASE000289,20250226,ST002,2025-02-26 10:58:00,2025-02-28 22:58:00,Delay Compensation,Resolved,Medium,Contact Centre,60,96,N,N
CASE000290,20250226,ST001,2025-02-26 12:21:00,2025-02-27 13:21:00,Ticketing / Refund,Resolved,Urgent,Station Desk,25,48,N,N
CASE000291,20250226,ST006,2025-02-26 08:22:00,,Cleanliness Complaint,Pending Customer,Medium,Contact Centre,,36,N,N
CASE000292,20250226,ST004,2025-02-26 13:29:00,2025-03-02 04:29:00,Staff Conduct,Resolved,Urgent,Contact Centre,87,72,Y,N
CASE000293,20250227,ST006,2025-02-27 16:05:00,,Service Disruption Complaint,Pending Customer,Medium,Mobile App,,72,N,N
CASE000294,20250227,ST015,2025-02-27 09:12:00,2025-02-27 11:12:00,Information Request,Resolved,Medium,Email,2,24,N,N
CASE000295,20250227,ST002,2025-02-27 15:21:00,2025-03-02 03:21:00,Delay Compensation,Resolved,Low,Web Form,60,96,N,N
CASE000296,20250227,ST001,2025-02-27 17:25:00,,Staff Conduct,Open,Medium,Station Desk,,72,N,Y
CASE000297,20250228,ST003,2025-02-28 10:50:00,2025-03-04 06:50:00,Service Disruption Complaint,Resolved,Medium,Email,92,72,Y,N
CASE000298,20250228,ST010,2025-02-28 14:29:00,,Service Disruption Complaint,Escalated,Medium,Email,,72,N,N
CASE000299,20250228,ST004,2025-02-28 11:09:00,2025-03-02 11:09:00,Ticketing / Refund,Resolved,Medium,Web Form,48,48,N,N
CASE000300,20250301,ST010,2025-03-01 11:15:00,2025-03-04 16:15:00,Ticketing / Refund,Resolved,High,Web Form,77,48,Y,N
CASE000301,20250301,ST009,2025-03-01 12:25:00,2025-03-02 09:25:00,Information Request,Resolved,Low,Station Desk,21,24,N,N
CASE000302,20250302,ST010,2025-03-02 18:01:00,2025-03-03 04:01:00,Accessibility Assistance,Resolved,High,Contact Centre,10,12,N,N
CASE000303,20250302,ST014,2025-03-02 13:34:00,2025-03-03 09:34:00,Information Request,Resolved,Medium,Contact Centre,20,24,N,Y
CASE000304,20250302,ST006,2025-03-02 06:36:00,2025-03-03 12:36:00,Ticketing / Refund,Resolved,High,Email,30,48,N,N
CASE000305,20250302,ST013,2025-03-02 15:05:00,,Cleanliness Complaint,Pending Customer,Low,Web Form,,36,N,N
CASE000306,20250302,ST016,2025-03-02 19:58:00,2025-03-07 18:58:00,Information Request,Resolved,Medium,Contact Centre,119,24,Y,N
CASE000307,20250302,ST007,2025-03-02 17:46:00,2025-03-04 12:46:00,Information Request,Resolved,High,Station Desk,43,24,Y,N
CASE000308,20250302,ST015,2025-03-02 20:24:00,2025-03-08 21:24:00,Delay Compensation,Resolved,Low,Email,145,96,Y,N
CASE000309,20250302,ST007,2025-03-02 18:44:00,,Information Request,Open,High,Contact Centre,,24,N,N
CASE000310,20250303,ST001,2025-03-03 19:50:00,2025-03-07 20:50:00,Delay Compensation,Resolved,Medium,Contact Centre,97,96,Y,N
CASE000311,20250303,ST010,2025-03-03 10:47:00,,Cleanliness Complaint,Open,Medium,Email,,36,N,N
CASE000312,20250303,ST011,2025-03-03 11:59:00,2025-03-06 04:59:00,Delay Compensation,Resolved,Medium,Contact Centre,65,96,N,N
CASE000313,20250303,ST007,2025-03-03 16:53:00,2025-03-04 23:53:00,Information Request,Resolved,Low,Mobile App,31,24,Y,N
CASE000314,20250303,ST010,2025-03-03 07:59:00,2025-03-07 09:59:00,Lost Property,Resolved,Low,Web Form,98,72,Y,N
CASE000315,20250304,ST010,2025-03-04 07:29:00,,Staff Conduct,Open,Low,Station Desk,,72,N,N
CASE000316,20250304,ST012,2025-03-04 17:07:00,2025-03-06 04:07:00,Information Request,Resolved,Medium,Web Form,35,24,Y,N
CASE000317,20250304,ST002,2025-03-04 21:30:00,,Information Request,Escalated,Medium,Station Desk,,24,N,N
CASE000318,20250304,ST005,2025-03-04 17:23:00,2025-03-05 11:23:00,Service Disruption Complaint,Resolved,Low,Contact Centre,18,72,N,N
CASE000319,20250304,ST003,2025-03-04 10:04:00,2025-03-10 03:04:00,Lost Property,Resolved,Urgent,Station Desk,137,72,Y,Y
CASE000320,20250305,ST009,2025-03-05 11:05:00,2025-03-09 13:05:00,Staff Conduct,Resolved,Medium,Station Desk,98,72,Y,N
CASE000321,20250305,ST014,2025-03-05 14:51:00,,Delay Compensation,Escalated,Low,Station Desk,,96,N,N
CASE000322,20250305,ST003,2025-03-05 16:35:00,,Accessibility Assistance,Open,High,Mobile App,,12,N,N
CASE000323,20250306,ST008,2025-03-06 07:11:00,,Service Disruption Complaint,Open,Medium,Contact Centre,,72,N,N
CASE000324,20250306,ST001,2025-03-06 12:49:00,2025-03-07 01:49:00,Ticketing / Refund,Resolved,High,Mobile App,13,48,N,N
CASE000325,20250306,ST016,2025-03-06 08:54:00,2025-03-06 15:54:00,Accessibility Assistance,Resolved,High,Email,7,12,N,N
CASE000326,20250306,ST008,2025-03-06 14:10:00,2025-03-07 00:10:00,Accessibility Assistance,Resolved,Medium,Web Form,10,12,N,N
CASE000327,20250306,ST008,2025-03-06 19:30:00,2025-03-08 06:30:00,Information Request,Resolved,Low,Web Form,35,24,Y,Y
CASE000328,20250307,ST001,2025-03-07 17:38:00,2025-03-08 09:38:00,Information Request,Resolved,Medium,Email,16,24,N,N
CASE000329,20250307,ST009,2025-03-07 15:54:00,2025-03-09 11:54:00,Lost Property,Resolved,Medium,Contact Centre,44,72,N,N
CASE000330,20250308,ST010,2025-03-08 14:34:00,,Accessibility Assistance,Open,Low,Mobile App,,12,N,N
CASE000331,20250308,ST001,2025-03-08 13:24:00,2025-03-11 18:24:00,Delay Compensation,Resolved,Low,Station Desk,77,96,N,N
CASE000332,20250308,ST003,2025-03-08 21:33:00,2025-03-12 01:33:00,Delay Compensation,Resolved,Low,Email,76,96,N,N
CASE000333,20250308,ST015,2025-03-08 17:05:00,2025-03-13 20:05:00,Staff Conduct,Resolved,High,Mobile App,123,72,Y,N
CASE000334,20250309,ST007,2025-03-09 10:40:00,,Accessibility Assistance,Open,Medium,Web Form,,12,N,N
CASE000335,20250309,ST011,2025-03-09 06:50:00,,Staff Conduct,Pending Customer,Low,Contact Centre,,72,N,Y
CASE000336,20250309,ST004,2025-03-09 12:57:00,,Information Request,Escalated,Low,Station Desk,,24,N,N
CASE000337,20250309,ST001,2025-03-09 11:26:00,2025-03-12 08:26:00,Ticketing / Refund,Resolved,High,Mobile App,69,48,Y,N
CASE000338,20250309,ST001,2025-03-09 14:22:00,,Delay Compensation,Pending Customer,High,Web Form,,96,N,N
CASE000339,20250310,ST013,2025-03-10 20:08:00,,Information Request,Open,High,Station Desk,,24,N,N
CASE000340,20250310,ST002,2025-03-10 21:31:00,2025-03-17 11:31:00,Lost Property,Resolved,Medium,Mobile App,158,72,Y,N
CASE000341,20250310,ST007,2025-03-10 22:57:00,2025-03-18 03:57:00,Service Disruption Complaint,Resolved,High,Contact Centre,173,72,Y,N
CASE000342,20250310,ST012,2025-03-10 10:03:00,2025-03-14 17:03:00,Lost Property,Resolved,Medium,Mobile App,103,72,Y,N
CASE000343,20250310,ST007,2025-03-10 07:19:00,2025-03-14 06:19:00,Lost Property,Resolved,High,Web Form,95,72,Y,N
CASE000344,20250310,ST005,2025-03-10 21:30:00,2025-03-12 08:30:00,Information Request,Resolved,Urgent,Mobile App,35,24,Y,N
CASE000345,20250310,ST010,2025-03-10 11:00:00,2025-03-13 07:00:00,Ticketing / Refund,Resolved,Medium,Station Desk,68,48,Y,Y
CASE000346,20250310,ST002,2025-03-10 06:14:00,2025-03-11 07:14:00,Ticketing / Refund,Resolved,Medium,Station Desk,25,48,N,N
CASE000347,20250310,ST012,2025-03-10 08:13:00,2025-03-11 02:13:00,Lost Property,Resolved,Medium,Mobile App,18,72,N,N
CASE000348,20250311,ST015,2025-03-11 17:42:00,,Accessibility Assistance,Escalated,Low,Web Form,,12,N,Y
CASE000349,20250311,ST005,2025-03-11 07:10:00,,Service Disruption Complaint,Pending Customer,Medium,Contact Centre,,72,N,N
CASE000350,20250311,ST015,2025-03-11 10:22:00,,Lost Property,Open,Medium,Station Desk,,72,N,N
CASE000351,20250311,ST006,2025-03-11 15:08:00,2025-03-12 13:08:00,Cleanliness Complaint,Resolved,Medium,Web Form,22,36,N,N
CASE000352,20250311,ST005,2025-03-11 16:25:00,2025-03-14 20:25:00,Service Disruption Complaint,Resolved,Medium,Station Desk,76,72,Y,N
CASE000353,20250312,ST011,2025-03-12 18:49:00,2025-03-15 08:49:00,Lost Property,Resolved,Low,Mobile App,62,72,N,N
CASE000354,20250312,ST013,2025-03-12 11:28:00,,Information Request,Pending Customer,Medium,Station Desk,,24,N,N
CASE000355,20250312,ST001,2025-03-12 21:47:00,,Service Disruption Complaint,Pending Customer,Medium,Mobile App,,72,N,Y
CASE000356,20250312,ST015,2025-03-12 09:08:00,,Lost Property,Open,Medium,Mobile App,,72,N,Y
CASE000357,20250312,ST009,2025-03-12 16:20:00,2025-03-14 00:20:00,Staff Conduct,Resolved,Low,Contact Centre,32,72,N,N
CASE000358,20250313,ST004,2025-03-13 08:23:00,2025-03-13 23:23:00,Ticketing / Refund,Resolved,Low,Web Form,15,48,N,N
CASE000359,20250313,ST001,2025-03-13 15:24:00,2025-03-16 12:24:00,Delay Compensation,Resolved,Medium,Mobile App,69,96,N,N
CASE000360,20250313,ST001,2025-03-13 10:03:00,2025-03-15 06:03:00,Ticketing / Refund,Resolved,High,Mobile App,44,48,N,N
CASE000361,20250314,ST006,2025-03-14 13:38:00,2025-03-18 06:38:00,Delay Compensation,Resolved,Low,Contact Centre,89,96,N,Y
CASE000362,20250314,ST009,2025-03-14 13:14:00,2025-03-16 09:14:00,Staff Conduct,Resolved,Medium,Mobile App,44,72,N,N
CASE000363,20250314,ST002,2025-03-14 17:07:00,,Service Disruption Complaint,Open,Medium,Contact Centre,,72,N,Y
CASE000364,20250315,ST016,2025-03-15 20:58:00,,Service Disruption Complaint,Escalated,Medium,Mobile App,,72,N,N
CASE000365,20250315,ST006,2025-03-15 07:21:00,2025-03-17 12:21:00,Ticketing / Refund,Resolved,Medium,Web Form,53,48,Y,N
CASE000366,20250315,ST005,2025-03-15 06:52:00,2025-03-16 16:52:00,Ticketing / Refund,Resolved,High,Station Desk,34,48,N,N
CASE000367,20250316,ST007,2025-03-16 19:50:00,,Delay Compensation,Escalated,Urgent,Email,,96,N,N
CASE000368,20250316,ST006,2025-03-16 18:04:00,,Service Disruption Complaint,Pending Customer,Urgent,Mobile App,,72,N,N
CASE000369,20250316,ST010,2025-03-16 09:20:00,2025-03-16 17:20:00,Ticketing / Refund,Resolved,Medium,Mobile App,8,48,N,N
CASE000370,20250316,ST008,2025-03-16 20:12:00,2025-03-18 14:12:00,Ticketing / Refund,Resolved,Medium,Mobile App,42,48,N,Y
CASE000371,20250316,ST001,2025-03-16 08:24:00,2025-03-16 11:24:00,Service Disruption Complaint,Resolved,Low,Email,3,72,N,N
CASE000372,20250316,ST004,2025-03-16 21:38:00,2025-03-18 12:38:00,Lost Property,Resolved,Low,Station Desk,39,72,N,N
CASE000373,20250317,ST009,2025-03-17 20:24:00,,Service Disruption Complaint,Pending Customer,Urgent,Email,,72,N,Y
CASE000374,20250317,ST001,2025-03-17 11:46:00,2025-03-18 11:46:00,Ticketing / Refund,Resolved,Medium,Email,24,48,N,N
CASE000375,20250317,ST002,2025-03-17 07:53:00,2025-03-17 23:53:00,Information Request,Resolved,Low,Mobile App,16,24,N,N
CASE000376,20250317,ST005,2025-03-17 19:43:00,2025-03-20 10:43:00,Staff Conduct,Resolved,High,Mobile App,63,72,N,N
CASE000377,20250317,ST009,2025-03-17 18:45:00,2025-03-25 14:45:00,Lost Property,Resolved,Medium,Contact Centre,188,72,Y,N
CASE000378,20250318,ST009,2025-03-18 10:15:00,2025-03-18 15:15:00,Accessibility Assistance,Resolved,Medium,Station Desk,5,12,N,Y
CASE000379,20250318,ST010,2025-03-18 09:14:00,2025-03-19 19:14:00,Information Request,Resolved,Medium,Web Form,34,24,Y,N
CASE000380,20250318,ST001,2025-03-18 13:29:00,2025-03-24 01:29:00,Delay Compensation,Resolved,Low,Station Desk,132,96,Y,N
CASE000381,20250319,ST015,2025-03-19 13:37:00,2025-03-20 05:37:00,Accessibility Assistance,Resolved,Low,Web Form,16,12,Y,Y
CASE000382,20250319,ST014,2025-03-19 20:49:00,2025-03-20 21:49:00,Staff Conduct,Resolved,Medium,Contact Centre,25,72,N,N
CASE000383,20250319,ST012,2025-03-19 16:12:00,2025-03-25 23:12:00,Cleanliness Complaint,Resolved,High,Email,151,36,Y,N
CASE000384,20250319,ST007,2025-03-19 12:09:00,,Ticketing / Refund,Pending Customer,Medium,Station Desk,,48,N,N
CASE000385,20250319,ST016,2025-03-19 22:56:00,,Lost Property,Open,Medium,Email,,72,N,N
CASE000386,20250319,ST008,2025-03-19 17:56:00,2025-03-21 18:56:00,Delay Compensation,Resolved,Medium,Web Form,49,96,N,N
