incident_id,date_key,station_id,incident_type_id,opened_at,first_response_at,resolved_at,status,severity,response_minutes,resolution_minutes,sla_response_breached_flag,sla_resolution_breached_flag,reported_channel,location_detail,operational_note,repeat_issue_flag
INC000143,20250205,ST001,IT011,2025-02-05 13:17:00,2025-02-05 14:15:00,2025-02-06 02:29:00,Resolved,Minor,58,792,Y,Y,Mobile Radio,customer help point,passenger assistance team notified,N
INC000144,20250205,ST001,IT005,2025-02-05 12:29:00,2025-02-05 13:19:00,2025-02-07 02:30:00,Resolved,Minor,50,2281,Y,Y,Passenger Help Point,northbound platform,reported by service controller,Y
INC000145,20250205,ST002,IT008,2025-02-05 20:46:00,2025-02-05 20:56:00,2025-02-05 21:50:00,Resolved,Moderate,10,64,N,N,Station Desk,ticket hall,temporary signage installed,N
INC000146,20250206,ST006,IT004,2025-02-06 13:45:00,2025-02-06 13:46:00,2025-02-06 15:34:00,Resolved,Critical,1,109,N,N,Control Room,northbound platform,linked to crowd control plan,Y
INC000147,20250206,ST010,IT007,2025-02-06 11:55:00,2025-02-06 12:49:00,2025-02-06 12:35:00,Resolved,Major,54,40,Y,N,Station Desk,staffed gate line,requires facilities follow-up,N
INC000148,20250206,ST003,IT009,2025-02-06 07:23:00,2025-02-06 07:38:00,2025-02-06 07:43:00,Resolved,Major,15,20,N,N,Mobile Radio,staffed gate line,seen in previous two weeks,N
INC000149,20250207,ST009,IT009,2025-02-07 10:15:00,2025-02-07 10:35:00,2025-02-07 13:59:00,Resolved,Moderate,20,224,N,N,Control Room,bus interchange,linked to crowd control plan,Y
INC000150,20250207,ST015,IT007,2025-02-07 20:43:00,2025-02-07 20:56:00,2025-02-08 01:05:00,Resolved,Major,13,262,N,Y,Control Room,customer help point,seen in previous two weeks,N
INC000151,20250207,ST014,IT001,2025-02-07 09:11:00,2025-02-07 09:26:00,2025-02-07 15:14:00,Resolved,Moderate,15,363,Y,Y,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC000152,20250207,ST008,IT007,2025-02-07 15:22:00,2025-02-07 15:38:00,2025-02-07 16:55:00,Resolved,Major,16,93,Y,N,Passenger Help Point,platform stairs,manual log entry from station desk,N
INC000153,20250207,ST003,IT011,2025-02-07 05:50:00,2025-02-07 06:39:00,2025-02-07 16:42:00,Resolved,Major,49,652,Y,Y,Station Desk,staffed gate line,manual log entry from station desk,N
INC000154,20250207,ST007,IT002,2025-02-07 22:50:00,2025-02-07 22:53:00,2025-02-08 08:06:00,Resolved,Critical,3,556,N,Y,Supervisor Walkthrough,customer help point,passenger assistance team notified,N
INC000155,20250207,ST001,IT007,2025-02-07 08:07:00,2025-02-07 08:11:00,2025-02-07 08:27:00,Resolved,Moderate,4,20,N,N,Supervisor Walkthrough,staffed gate line,linked to crowd control plan,N
INC000156,20250207,ST012,IT007,2025-02-07 14:37:00,2025-02-07 15:27:00,,Open,Major,50,,Y,N,Passenger Help Point,platform stairs,requires facilities follow-up,Y
INC000157,20250207,ST005,IT010,2025-02-07 23:53:00,2025-02-08 00:04:00,2025-02-08 21:14:00,Resolved,Moderate,11,1281,N,N,Mobile Radio,ticket hall,requires facilities follow-up,N
INC000158,20250208,ST006,IT003,2025-02-08 11:27:00,2025-02-08 11:29:00,2025-02-09 23:47:00,Resolved,Moderate,2,2180,N,Y,Mobile Radio,northbound platform,requires facilities follow-up,N
INC000159,20250208,ST013,IT002,2025-02-08 23:31:00,2025-02-08 23:39:00,2025-02-09 02:19:00,Resolved,Critical,8,168,Y,Y,Control Room,northbound platform,temporary signage installed,N
INC000160,20250208,ST014,IT007,2025-02-08 22:32:00,2025-02-08 23:12:00,2025-02-09 04:28:00,Resolved,Major,40,356,Y,Y,Supervisor Walkthrough,ticket hall,linked to crowd control plan,Y
INC000161,20250209,ST003,IT010,2025-02-09 13:20:00,2025-02-09 14:32:00,2025-02-11 03:06:00,Resolved,Major,72,2266,Y,Y,Control Room,main concourse,seen in previous two weeks,N
INC000162,20250210,ST003,IT002,2025-02-10 05:41:00,2025-02-10 05:46:00,2025-02-10 06:01:00,Resolved,Critical,5,20,N,N,Control Room,lift lobby,repeat complaint from morning peak,Y
INC000163,20250210,ST006,IT011,2025-02-10 13:51:00,2025-02-10 14:47:00,2025-02-11 03:18:00,Resolved,Minor,56,807,Y,Y,Passenger Help Point,staffed gate line,reported by service controller,Y
INC000164,20250210,ST010,IT009,2025-02-10 06:15:00,2025-02-10 06:39:00,2025-02-11 21:45:00,Resolved,Minor,24,2370,N,Y,Station Desk,staffed gate line,linked to crowd control plan,N
INC000165,20250210,ST010,IT006,2025-02-10 12:22:00,2025-02-10 12:42:00,2025-02-10 13:33:00,Resolved,Moderate,20,71,N,N,Mobile Radio,bus interchange,repeat complaint from morning peak,N
INC000166,20250210,ST010,IT005,2025-02-10 10:54:00,2025-02-10 11:34:00,2025-02-10 19:26:00,Resolved,Major,40,512,Y,N,Control Room,customer help point,reported by service controller,N
INC000167,20250210,ST006,IT007,2025-02-10 14:11:00,2025-02-10 15:25:00,2025-02-10 16:16:00,Resolved,Moderate,74,125,Y,N,Passenger Help Point,bus interchange,requires facilities follow-up,Y
INC000168,20250210,ST014,IT005,2025-02-10 05:10:00,2025-02-10 05:44:00,,In Progress,Minor,34,,Y,N,Station Desk,bus interchange,requires facilities follow-up,Y
INC000169,20250210,ST003,IT001,2025-02-10 07:34:00,2025-02-10 07:44:00,2025-02-10 09:43:00,Resolved,Moderate,10,129,N,N,Supervisor Walkthrough,customer help point,manual log entry from station desk,N
INC000170,20250210,ST010,IT003,2025-02-10 06:35:00,2025-02-10 06:45:00,2025-02-10 08:41:00,Resolved,Critical,10,126,N,N,Control Room,ticket hall,repeat complaint from morning peak,N
INC000171,20250211,ST001,IT001,2025-02-11 21:57:00,2025-02-11 22:04:00,2025-02-12 20:20:00,Resolved,Moderate,7,1343,N,Y,Supervisor Walkthrough,main concourse,linked to crowd control plan,N
INC000172,20250211,ST015,IT007,2025-02-11 10:26:00,2025-02-11 10:27:00,,Open,Moderate,1,,N,N,Passenger Help Point,bus interchange,passenger assistance team notified,N
INC000173,20250211,ST009,IT003,2025-02-11 09:02:00,2025-02-11 09:05:00,2025-02-11 17:33:00,Resolved,Minor,3,511,N,Y,Passenger Help Point,northbound platform,seen in previous two weeks,N
INC000174,20250211,ST013,IT009,2025-02-11 10:16:00,2025-02-11 10:51:00,2025-02-11 21:41:00,Resolved,Minor,35,685,Y,N,Supervisor Walkthrough,main concourse,manual log entry from station desk,N
INC000175,20250211,ST013,IT007,2025-02-11 05:51:00,2025-02-11 06:47:00,2025-02-11 07:24:00,Resolved,Moderate,56,93,Y,N,Supervisor Walkthrough,customer help point,manual log entry from station desk,N
INC000176,20250211,ST015,IT001,2025-02-11 13:54:00,2025-02-11 14:01:00,2025-02-11 23:48:00,Resolved,Major,7,594,N,Y,Mobile Radio,lift lobby,passenger assistance team notified,N
INC000177,20250212,ST001,IT007,2025-02-12 06:09:00,2025-02-12 06:23:00,2025-02-12 06:29:00,Resolved,Major,14,20,N,N,Station Desk,bus interchange,seen in previous two weeks,N
INC000178,20250212,ST004,IT008,2025-02-12 19:42:00,2025-02-12 19:59:00,2025-02-13 03:46:00,Resolved,Moderate,17,484,Y,Y,Control Room,northbound platform,repeat complaint from morning peak,N
INC000179,20250212,ST014,IT010,2025-02-12 21:25:00,2025-02-12 22:05:00,2025-02-14 14:20:00,Resolved,Moderate,40,2455,N,Y,Passenger Help Point,lift lobby,linked to crowd control plan,N
INC000180,20250212,ST014,IT011,2025-02-12 21:28:00,2025-02-12 22:01:00,2025-02-13 15:16:00,Resolved,Moderate,33,1068,Y,Y,Control Room,northbound platform,seen in previous two weeks,N
INC000181,20250213,ST001,IT009,2025-02-13 13:07:00,2025-02-13 13:46:00,2025-02-13 20:37:00,Resolved,Moderate,39,450,Y,N,Passenger Help Point,platform stairs,requires facilities follow-up,N
INC000182,20250213,ST001,IT001,2025-02-13 08:29:00,2025-02-13 08:52:00,2025-02-13 12:17:00,Resolved,Minor,23,228,Y,N,Supervisor Walkthrough,lift lobby,passenger assistance team notified,N
INC000183,20250213,ST008,IT006,2025-02-13 15:21:00,2025-02-13 15:48:00,2025-02-14 10:16:00,Resolved,Moderate,27,1135,Y,Y,Control Room,platform stairs,reported by service controller,N
INC000184,20250214,ST001,IT009,2025-02-14 15:33:00,2025-02-14 16:42:00,2025-02-15 12:38:00,Resolved,Critical,69,1265,Y,Y,Station Desk,main concourse,requires facilities follow-up,Y
INC000185,20250215,ST006,IT005,2025-02-15 22:21:00,2025-02-15 22:59:00,2025-02-17 13:23:00,Resolved,Critical,38,2342,Y,Y,Mobile Radio,northbound platform,requires facilities follow-up,N
INC000186,20250215,ST010,IT009,2025-02-15 14:06:00,2025-02-15 14:26:00,2025-02-16 16:30:00,Resolved,Critical,20,1584,N,Y,Control Room,bus interchange,reported by service controller,N
INC000187,20250215,ST010,IT005,2025-02-15 19:24:00,2025-02-15 19:25:00,,Open,Minor,1,,N,N,Control Room,bus interchange,reported by service controller,Y
INC000188,20250216,ST004,IT007,2025-02-16 11:52:00,2025-02-16 12:11:00,2025-02-16 12:12:00,Resolved,Minor,19,20,Y,N,Passenger Help Point,ticket hall,passenger assistance team notified,N
INC000189,20250216,ST006,IT008,2025-02-16 19:18:00,2025-02-16 19:26:00,2025-02-17 08:24:00,Resolved,Critical,8,786,N,Y,Mobile Radio,customer help point,passenger assistance team notified,N
INC000190,20250216,ST009,IT001,2025-02-16 22:13:00,2025-02-16 22:23:00,,Open,Moderate,10,,N,N,Supervisor Walkthrough,customer help point,manual log entry from station desk,Y
INC000191,20250217,ST006,IT001,2025-02-17 15:44:00,2025-02-17 16:04:00,2025-02-18 09:36:00,Resolved,Minor,20,1072,Y,Y,Mobile Radio,customer help point,repeat complaint from morning peak,N
INC000192,20250217,ST009,IT009,2025-02-17 16:46:00,2025-02-17 17:21:00,2025-02-18 12:34:00,Resolved,Major,35,1188,Y,Y,Station Desk,bus interchange,passenger assistance team notified,N
INC000193,20250217,ST003,IT003,2025-02-17 07:14:00,2025-02-17 07:29:00,2025-02-17 09:17:00,Resolved,Critical,15,123,Y,N,Station Desk,northbound platform,requires facilities follow-up,Y
INC000194,20250217,ST015,IT009,2025-02-17 08:58:00,2025-02-17 09:07:00,2025-02-17 15:11:00,Resolved,Moderate,9,373,N,N,Control Room,platform stairs,manual log entry from station desk,Y
INC000195,20250217,ST001,IT002,2025-02-17 17:30:00,2025-02-17 17:40:00,2025-02-17 18:02:00,Resolved,Minor,10,32,Y,N,Passenger Help Point,lift lobby,requires facilities follow-up,N
INC000196,20250217,ST001,IT006,2025-02-17 07:33:00,2025-02-17 07:45:00,2025-02-17 20:58:00,Resolved,Major,12,805,N,N,Passenger Help Point,customer help point,requires facilities follow-up,N
INC000197,20250218,ST015,IT007,2025-02-18 07:14:00,2025-02-18 07:42:00,2025-02-18 11:40:00,Resolved,Moderate,28,266,Y,Y,Control Room,bus interchange,linked to crowd control plan,N
INC000198,20250219,ST002,IT003,2025-02-19 05:11:00,2025-02-19 05:19:00,2025-02-19 11:12:00,Resolved,Moderate,8,361,N,Y,Control Room,main concourse,reported by service controller,N
INC000199,20250219,ST001,IT005,2025-02-19 20:39:00,2025-02-19 20:51:00,2025-02-21 22:09:00,Resolved,Major,12,2970,N,Y,Mobile Radio,bus interchange,repeat complaint from morning peak,N
INC000200,20250219,ST008,IT010,2025-02-19 07:12:00,2025-02-19 08:09:00,2025-02-20 20:56:00,Resolved,Moderate,57,2264,Y,Y,Supervisor Walkthrough,main concourse,seen in previous two weeks,N
INC000201,20250220,ST014,IT001,2025-02-20 09:38:00,2025-02-20 09:40:00,2025-02-20 15:26:00,Resolved,Minor,2,348,N,Y,Mobile Radio,staffed gate line,seen in previous two weeks,N
INC000202,20250220,ST002,IT009,2025-02-20 11:05:00,2025-02-20 11:42:00,2025-02-21 01:40:00,Resolved,Major,37,875,Y,Y,Supervisor Walkthrough,northbound platform,repeat complaint from morning peak,N
INC000203,20250220,ST010,IT009,2025-02-20 16:06:00,2025-02-20 16:08:00,2025-02-21 02:08:00,Resolved,Critical,2,602,N,N,Passenger Help Point,customer help point,seen in previous two weeks,N
INC000204,20250220,ST010,IT009,2025-02-20 06:47:00,2025-02-20 07:21:00,2025-02-21 05:03:00,Resolved,Critical,34,1336,Y,Y,Passenger Help Point,staffed gate line,temporary signage installed,N
INC000205,20250220,ST002,IT007,2025-02-20 08:11:00,2025-02-20 08:12:00,2025-02-21 08:42:00,Resolved,Major,1,1471,N,Y,Passenger Help Point,northbound platform,reported by service controller,N
INC000206,20250220,ST010,IT006,2025-02-20 15:41:00,2025-02-20 15:57:00,2025-02-20 18:18:00,Resolved,Moderate,16,157,N,N,Mobile Radio,customer help point,passenger assistance team notified,N
INC000207,20250220,ST006,IT006,2025-02-20 22:18:00,2025-02-20 22:26:00,2025-02-22 00:03:00,Resolved,Moderate,8,1545,N,Y,Passenger Help Point,customer help point,linked to crowd control plan,N
INC000208,20250221,ST002,IT007,2025-02-21 20:39:00,2025-02-21 20:56:00,2025-02-22 02:04:00,Resolved,Major,17,325,Y,Y,Control Room,northbound platform,linked to crowd control plan,N
INC000209,20250221,ST003,IT010,2025-02-21 11:05:00,2025-02-21 12:05:00,2025-02-22 04:18:00,Resolved,Moderate,60,1033,Y,N,Mobile Radio,customer help point,linked to crowd control plan,N
INC000210,20250221,ST004,IT011,2025-02-21 20:25:00,2025-02-21 21:48:00,2025-02-21 22:22:00,Resolved,Moderate,83,117,Y,N,Mobile Radio,platform stairs,seen in previous two weeks,N
INC000211,20250221,ST004,IT001,2025-02-21 23:51:00,2025-02-22 00:53:00,2025-02-22 04:53:00,Resolved,Major,62,302,Y,Y,Supervisor Walkthrough,staffed gate line,passenger assistance team notified,Y
INC000212,20250222,ST010,IT002,2025-02-22 07:38:00,2025-02-22 07:41:00,2025-02-23 08:02:00,Resolved,Critical,3,1464,N,Y,Mobile Radio,lift lobby,reported by service controller,Y
INC000213,20250222,ST003,IT003,2025-02-22 23:37:00,2025-02-22 23:53:00,2025-02-23 08:54:00,Resolved,Critical,16,557,Y,Y,Passenger Help Point,lift lobby,seen in previous two weeks,Y
INC000214,20250222,ST003,IT003,2025-02-22 14:23:00,2025-02-22 14:38:00,2025-02-23 02:59:00,Resolved,Moderate,15,756,Y,Y,Passenger Help Point,customer help point,seen in previous two weeks,N
INC000215,20250223,ST010,IT003,2025-02-23 17:38:00,2025-02-23 17:56:00,2025-02-23 18:13:00,Resolved,Moderate,18,35,Y,N,Mobile Radio,northbound platform,linked to crowd control plan,N
INC000216,20250223,ST015,IT008,2025-02-23 12:00:00,2025-02-23 12:18:00,2025-02-23 18:12:00,Resolved,Major,18,372,Y,Y,Control Room,platform stairs,repeat complaint from morning peak,N
INC000217,20250224,ST008,IT004,2025-02-24 22:19:00,2025-02-24 22:22:00,2025-02-25 02:16:00,Resolved,Critical,3,237,N,Y,Control Room,customer help point,linked to crowd control plan,N
INC000218,20250225,ST003,IT007,2025-02-25 13:29:00,2025-02-25 13:45:00,2025-02-25 13:49:00,Resolved,Critical,16,20,Y,N,Passenger Help Point,customer help point,linked to crowd control plan,N
INC000219,20250225,ST010,IT001,2025-02-25 09:05:00,2025-02-25 09:14:00,2025-02-26 07:42:00,Resolved,Critical,9,1357,N,Y,Supervisor Walkthrough,main concourse,repeat complaint from morning peak,N
INC000220,20250225,ST014,IT003,2025-02-25 15:04:00,2025-02-25 15:27:00,2025-02-25 19:37:00,Resolved,Major,23,273,Y,N,Control Room,customer help point,seen in previous two weeks,N
INC000221,20250226,ST013,IT001,2025-02-26 21:49:00,2025-02-26 21:52:00,2025-02-27 03:21:00,Resolved,Critical,3,332,N,Y,Station Desk,platform stairs,seen in previous two weeks,N
INC000222,20250226,ST014,IT011,2025-02-26 09:15:00,2025-02-26 09:28:00,2025-02-27 00:17:00,Resolved,Moderate,13,902,N,Y,Passenger Help Point,ticket hall,reported by service controller,N
INC000223,20250226,ST009,IT003,2025-02-26 23:02:00,2025-02-26 23:08:00,,Open,Moderate,6,,N,N,Station Desk,platform stairs,repeat complaint from morning peak,N
INC000224,20250226,ST001,IT010,2025-02-26 10:37:00,2025-02-26 11:22:00,2025-02-27 02:20:00,Resolved,Major,45,943,N,N,Station Desk,staffed gate line,reported by service controller,N
INC000225,20250226,ST001,IT012,2025-02-26 14:04:00,2025-02-26 14:25:00,2025-02-27 09:51:00,Resolved,Moderate,21,1187,Y,Y,Control Room,northbound platform,repeat complaint from morning peak,N
INC000226,20250226,ST001,IT010,2025-02-26 15:07:00,2025-02-26 16:25:00,2025-02-27 14:32:00,Resolved,Critical,78,1405,Y,N,Mobile Radio,staffed gate line,requires facilities follow-up,Y
INC000227,20250226,ST001,IT006,2025-02-26 19:23:00,2025-02-26 19:37:00,2025-02-27 18:00:00,Resolved,Moderate,14,1357,N,Y,Supervisor Walkthrough,lift lobby,seen in previous two weeks,N
INC000228,20250227,ST014,IT003,2025-02-27 21:03:00,2025-02-27 21:04:00,,Open,Moderate,1,,N,N,Station Desk,bus interchange,seen in previous two weeks,N
INC000229,20250227,ST007,IT010,2025-02-27 14:02:00,2025-02-27 14:32:00,2025-03-01 11:41:00,Resolved,Critical,30,2739,N,Y,Station Desk,platform stairs,requires facilities follow-up,N
INC000230,20250227,ST001,IT006,2025-02-27 15:26:00,2025-02-27 15:41:00,,In Progress,Moderate,15,,N,N,Control Room,platform stairs,seen in previous two weeks,N
INC000231,20250228,ST012,IT005,2025-02-28 14:02:00,2025-02-28 14:15:00,,Escalated,Minor,13,,N,N,Mobile Radio,main concourse,temporary signage installed,N
INC000232,20250228,ST009,IT007,2025-02-28 18:37:00,2025-02-28 18:55:00,2025-03-01 23:24:00,Resolved,Moderate,18,1727,Y,Y,Mobile Radio,staffed gate line,reported by service controller,N
INC000233,20250228,ST006,IT007,2025-02-28 16:54:00,2025-02-28 17:05:00,2025-02-28 21:36:00,Resolved,Major,11,282,N,Y,Control Room,ticket hall,reported by service controller,N
INC000234,20250228,ST013,IT010,2025-02-28 09:15:00,2025-02-28 10:20:00,2025-03-02 09:19:00,Resolved,Moderate,65,2884,Y,Y,Passenger Help Point,platform stairs,linked to crowd control plan,N
INC000235,20250301,ST015,IT011,2025-03-01 15:57:00,2025-03-01 17:04:00,2025-03-01 16:50:00,Resolved,Moderate,67,53,Y,N,Supervisor Walkthrough,main concourse,seen in previous two weeks,Y
INC000236,20250301,ST010,IT005,2025-03-01 07:12:00,2025-03-01 07:33:00,,Open,Major,21,,N,N,Mobile Radio,northbound platform,requires facilities follow-up,N
INC000237,20250301,ST002,IT007,2025-03-01 22:51:00,2025-03-01 23:11:00,2025-03-02 06:32:00,Resolved,Critical,20,461,Y,Y,Mobile Radio,platform stairs,repeat complaint from morning peak,Y
INC000238,20250301,ST013,IT007,2025-03-01 10:11:00,2025-03-01 10:16:00,,In Progress,Moderate,5,,N,N,Passenger Help Point,northbound platform,manual log entry from station desk,N
INC000239,20250302,ST003,IT005,2025-03-02 11:01:00,2025-03-02 11:31:00,2025-03-02 23:08:00,Resolved,Minor,30,727,N,N,Control Room,staffed gate line,manual log entry from station desk,N
INC000240,20250302,ST002,IT012,2025-03-02 12:05:00,2025-03-02 12:18:00,2025-03-02 21:43:00,Resolved,Major,13,578,N,N,Control Room,northbound platform,requires facilities follow-up,N
INC000241,20250302,ST001,IT005,2025-03-02 09:13:00,2025-03-02 09:34:00,2025-03-02 09:33:00,Resolved,Moderate,21,20,N,N,Supervisor Walkthrough,bus interchange,requires facilities follow-up,N
INC000242,20250302,ST004,IT012,2025-03-02 23:03:00,2025-03-02 23:21:00,,Open,Moderate,18,,Y,N,Station Desk,lift lobby,passenger assistance team notified,N
INC000243,20250302,ST006,IT009,2025-03-02 08:53:00,2025-03-02 09:13:00,2025-03-03 14:26:00,Resolved,Major,20,1773,N,Y,Station Desk,northbound platform,manual log entry from station desk,N
INC000244,20250303,ST008,IT011,2025-03-03 15:47:00,2025-03-03 15:57:00,2025-03-03 22:51:00,Resolved,Moderate,10,424,N,N,Station Desk,lift lobby,passenger assistance team notified,Y
INC000245,20250304,ST011,IT010,2025-03-04 20:59:00,2025-03-04 21:27:00,2025-03-06 17:45:00,Resolved,Moderate,28,2686,N,Y,Passenger Help Point,ticket hall,temporary signage installed,N
INC000246,20250304,ST003,IT008,2025-03-04 06:28:00,2025-03-04 06:38:00,,Open,Moderate,10,,N,N,Supervisor Walkthrough,customer help point,manual log entry from station desk,N
INC000247,20250304,ST010,IT006,2025-03-04 20:28:00,2025-03-04 20:37:00,2025-03-05 12:41:00,Resolved,Moderate,9,973,N,N,Control Room,staffed gate line,reported by service controller,Y
INC000248,20250304,ST009,IT009,2025-03-04 07:21:00,2025-03-04 07:48:00,2025-03-04 11:45:00,Resolved,Moderate,27,264,Y,N,Control Room,bus interchange,linked to crowd control plan,N
