response_id,source_type,source_id,station_id,date_key,acknowledged_minutes,dispatch_minutes,site_arrival_minutes,resolution_minutes,sla_breached_flag
RT001707,Incident,INC001707,ST007,20260401,1,1,1,,N
RT001708,Incident,INC001708,ST007,20260401,3,6,10,42,N
RT001709,Incident,INC001709,ST008,20260402,2,3,4,513,N
RT001710,Incident,INC001710,ST001,20260402,7,11,19,1675,N
RT001711,Incident,INC001711,ST001,20260402,3,4,6,707,N
RT001712,Incident,INC001712,ST014,20260402,9,16,26,2628,N
RT001713,Incident,INC001713,ST002,20260402,4,9,14,356,N
RT001714,Incident,INC001714,ST010,20260403,9,13,22,255,N
RT001715,Incident,INC001715,ST004,20260403,17,32,63,331,Y
RT001716,Incident,INC001716,ST010,20260403,39,37,75,1486,Y
RT001717,Incident,INC001717,ST003,20260404,3,7,11,169,Y
RT001718,Incident,INC001718,ST010,20260404,13,25,42,886,Y
RT001719,Incident,INC001719,ST004,20260404,3,7,9,216,N
RT001720,Incident,INC001720,ST004,20260405,6,7,14,576,N
RT001721,Incident,INC001721,ST008,20260405,4,5,9,53,N
RT001722,Incident,INC001722,ST013,20260405,5,7,12,316,N
RT001723,Incident,INC001723,ST005,20260405,4,10,12,892,N
RT001724,Incident,INC001724,ST002,20260405,23,59,79,20,Y
RT001725,Incident,INC001725,ST006,20260406,5,6,11,1175,Y
RT001726,Incident,INC001726,ST004,20260406,25,44,53,,Y
RT001727,Incident,INC001727,ST005,20260406,5,7,10,295,N
RT001728,Incident,INC001728,ST009,20260406,8,8,17,485,Y
RT001729,Incident,INC001729,ST001,20260406,10,16,27,,Y
RT001730,Incident,INC001730,ST003,20260407,24,35,51,290,Y
RT001731,Incident,INC001731,ST008,20260407,5,8,15,195,Y
RT001732,Incident,INC001732,ST006,20260407,10,25,32,320,Y
RT001733,Incident,INC001733,ST015,20260407,6,8,12,188,N
RT001734,Incident,INC001734,ST001,20260407,14,26,47,1607,Y
RT001735,Incident,INC001735,ST015,20260407,10,15,22,603,N
RT001736,Incident,INC001736,ST010,20260408,1,2,2,1539,N
RT001737,Incident,INC001737,ST009,20260408,2,5,8,897,N
RT001738,Incident,INC001738,ST005,20260408,3,6,11,151,Y
RT001739,Incident,INC001739,ST014,20260408,29,51,69,674,Y
RT001740,Incident,INC001740,ST012,20260408,21,29,61,1136,Y
RT001741,Incident,INC001741,ST002,20260409,1,3,5,70,N
RT001742,Incident,INC001742,ST004,20260409,37,50,90,1414,Y
RT001743,Incident,INC001743,ST010,20260409,6,8,18,177,Y
RT001744,Incident,INC001744,ST007,20260409,33,42,79,105,Y
RT001745,Incident,INC001745,ST010,20260410,9,14,21,298,Y
RT001746,Incident,INC001746,ST006,20260410,34,37,80,,Y
RT001747,Incident,INC001747,ST007,20260410,8,10,23,1788,N
RT001748,Incident,INC001748,ST006,20260410,24,66,85,575,Y
RT001749,Incident,INC001749,ST004,20260410,8,10,21,357,Y
RT001750,Incident,INC001750,ST010,20260410,1,4,5,357,N
RT001751,Incident,INC001751,ST013,20260410,1,1,1,516,N
RT001752,Incident,INC001752,ST002,20260410,26,57,80,228,Y
RT001753,Incident,INC001753,ST009,20260411,10,17,29,605,Y
RT001754,Incident,INC001754,ST007,20260412,4,5,7,,N
RT001755,Incident,INC001755,ST006,20260412,13,14,23,265,Y
RT001756,Incident,INC001756,ST013,20260413,9,14,20,581,N
RT001757,Incident,INC001757,ST002,20260413,8,15,19,,N
RT001758,Incident,INC001758,ST001,20260413,29,41,65,666,Y
RT001759,Incident,INC001759,ST002,20260414,4,8,11,890,N
RT001760,Incident,INC001760,ST007,20260414,9,23,27,853,Y
RT001761,Incident,INC001761,ST010,20260414,5,11,15,171,Y
RT001762,Incident,INC001762,ST013,20260414,5,5,10,113,N
RT001763,Incident,INC001763,ST003,20260415,3,6,10,515,N
RT001764,Incident,INC001764,ST005,20260415,2,6,7,115,Y
RT001765,Incident,INC001765,ST001,20260415,39,53,84,,Y
RT001766,Incident,INC001766,ST016,20260415,34,59,77,,Y
RT001767,Incident,INC001767,ST013,20260415,8,23,29,1576,N
RT001768,Incident,INC001768,ST014,20260416,1,1,1,,N
RT001769,Incident,INC001769,ST001,20260416,25,40,50,252,Y
RT001770,Incident,INC001770,ST005,20260416,19,21,37,,Y
RT001771,Incident,INC001771,ST010,20260417,5,5,9,1607,N
RT001772,Incident,INC001772,ST012,20260417,14,28,48,3501,Y
RT001773,Incident,INC001773,ST001,20260417,17,31,47,74,Y
RT001774,Incident,INC001774,ST010,20260418,7,9,15,181,N
RT001775,Incident,INC001775,ST003,20260419,7,13,16,1162,N
RT001776,Incident,INC001776,ST013,20260419,4,6,10,,N
RT001777,Incident,INC001777,ST002,20260420,2,3,4,210,N
RT001778,Incident,INC001778,ST005,20260420,19,21,38,225,Y
RT001779,Incident,INC001779,ST004,20260420,11,14,24,480,Y
RT001780,Incident,INC001780,ST016,20260420,8,10,16,1593,Y
RT001781,Incident,INC001781,ST008,20260420,5,7,10,124,Y
RT001782,Incident,INC001782,ST015,20260420,26,36,49,1014,Y
RT001783,Incident,INC001783,ST002,20260421,21,46,56,,Y
RT001784,Incident,INC001784,ST009,20260422,1,3,3,1522,N
RT001785,Incident,INC001785,ST007,20260422,6,8,14,258,N
RT001786,Incident,INC001786,ST013,20260422,20,22,38,,Y
RT001787,Incident,INC001787,ST006,20260422,3,6,13,541,Y
RT001788,Incident,INC001788,ST001,20260423,2,4,7,74,N
RT001789,Incident,INC001789,ST010,20260423,30,43,62,,Y
RT001790,Incident,INC001790,ST011,20260423,7,16,23,,Y
RT001791,Incident,INC001791,ST009,20260424,6,10,14,313,Y
RT001792,Incident,INC001792,ST002,20260424,15,16,33,,N
RT001793,Incident,INC001793,ST001,20260424,7,13,22,1514,Y
RT001794,Incident,INC001794,ST002,20260425,14,19,29,,Y
RT001795,Incident,INC001795,ST010,20260425,4,11,17,262,Y
RT001796,Incident,INC001796,ST010,20260425,36,38,75,,Y
RT001797,Incident,INC001797,ST009,20260426,38,39,77,168,Y
RT001798,Incident,INC001798,ST013,20260426,1,1,1,685,N
RT001799,Incident,INC001799,ST010,20260426,7,15,29,20,Y
RT001800,Incident,INC001800,ST003,20260426,3,8,10,1398,N
RT001801,Incident,INC001801,ST015,20260427,16,36,46,20,Y
RT001802,Incident,INC001802,ST001,20260428,6,10,14,,N
RT001803,Incident,INC001803,ST001,20260428,7,8,16,,N
RT001804,Incident,INC001804,ST007,20260428,29,47,69,,Y
RT001805,Incident,INC001805,ST014,20260429,2,3,5,740,N
RT001806,Incident,INC001806,ST011,20260429,1,2,3,,N
RT001807,Incident,INC001807,ST007,20260429,10,14,28,1572,N
RT001808,Incident,INC001808,ST001,20260429,9,14,22,876,Y
RT001809,Incident,INC001809,ST004,20260429,6,7,11,,N
RT001810,Incident,INC001810,ST004,20260429,2,2,5,1039,N
RT001811,Incident,INC001811,ST010,20260429,5,12,19,,N
RT001812,Incident,INC001812,ST008,20260429,4,8,13,,N
RT001813,Incident,INC001813,ST001,20260430,6,7,13,130,N
RT001814,Incident,INC001814,ST010,20260430,5,9,17,,N
RT001815,Incident,INC001815,ST011,20260430,13,26,34,670,Y
RT001816,Incident,INC001816,ST003,20260430,2,3,4,1362,N
RT001817,Incident,INC001817,ST008,20260430,12,25,33,311,Y
RT001818,Incident,INC001818,ST009,20260430,20,27,52,1342,Y
RT001819,Incident,INC001819,ST010,20260430,27,40,87,164,Y
RT001820,Incident,INC001820,ST008,20260430,3,6,10,335,N
RT001821,Support Case,CASE000001,ST010,20250101,900,,,1260,N
RT001822,Support Case,CASE000003,ST006,20250101,1320,,,5400,N
RT001823,Support Case,CASE000007,ST003,20250102,1740,,,,N
RT001824,Support Case,CASE000009,ST005,20250103,360,,,120,N
RT001825,Support Case,CASE000012,ST006,20250103,660,,,3060,N
RT001826,Support Case,CASE000016,ST005,20250104,900,,,8640,Y
RT001827,Support Case,CASE000018,ST013,20250104,1980,,,960,N
RT001828,Support Case,CASE000022,ST016,20250105,1200,,,11820,Y
RT001829,Support Case,CASE000023,ST007,20250105,600,,,,N
RT001830,Support Case,CASE000025,ST001,20250105,960,,,,N
RT001831,Support Case,CASE000028,ST006,20250106,2160,,,9000,Y
RT001832,Support Case,CASE000033,ST011,20250106,1740,,,6120,Y
RT001833,Support Case,CASE000036,ST003,20250107,720,,,300,N
RT001834,Support Case,CASE000037,ST009,20250108,840,,,840,N
RT001835,Support Case,CASE000038,ST016,20250108,1080,,,960,N
RT001836,Support Case,CASE000041,ST004,20250109,780,,,3540,N
RT001837,Support Case,CASE000046,ST004,20250109,1920,,,5040,Y
RT001838,Support Case,CASE000049,ST010,20250110,1920,,,2760,Y
RT001839,Support Case,CASE000050,ST002,20250110,1440,,,8760,Y
RT001840,Support Case,CASE000053,ST001,20250111,2160,,,720,N
RT001841,Support Case,CASE000055,ST014,20250111,1560,,,,N
RT001842,Support Case,CASE000058,ST002,20250112,1680,,,,N
RT001843,Support Case,CASE000064,ST002,20250113,1020,,,1200,N
RT001844,Support Case,CASE000065,ST002,20250113,720,,,720,N
RT001845,Support Case,CASE000070,ST011,20250115,180,,,1740,N
RT001846,Support Case,CASE000071,ST006,20250115,600,,,5340,Y
RT001847,Support Case,CASE000072,ST011,20250115,2040,,,720,N
RT001848,Support Case,CASE000079,ST002,20250116,1020,,,,N
RT001849,Support Case,CASE000083,ST016,20250117,1380,,,4860,Y
RT001850,Support Case,CASE000086,ST008,20250118,420,,,5580,N
RT001851,Support Case,CASE000087,ST002,20250119,1320,,,,N
RT001852,Support Case,CASE000088,ST006,20250119,1680,,,3000,Y
RT001853,Support Case,CASE000095,ST014,20250120,780,,,2460,Y
RT001854,Support Case,CASE000099,ST010,20250121,780,,,,N
RT001855,Support Case,CASE000104,ST014,20250122,2100,,,2940,Y
RT001856,Support Case,CASE000105,ST002,20250122,360,,,7560,Y
RT001857,Support Case,CASE000112,ST003,20250123,1080,,,300,N
RT001858,Support Case,CASE000113,ST006,20250123,1320,,,6000,Y
RT001859,Support Case,CASE000115,ST005,20250124,1860,,,1680,N
RT001860,Support Case,CASE000117,ST010,20250125,1260,,,,N
RT001861,Support Case,CASE000119,ST010,20250125,900,,,8160,Y
RT001862,Support Case,CASE000124,ST003,20250126,720,,,,N
RT001863,Support Case,CASE000125,ST015,20250126,2160,,,,N
RT001864,Support Case,CASE000127,ST015,20250126,420,,,1560,N
RT001865,Support Case,CASE000128,ST014,20250127,1440,,,3900,N
RT001866,Support Case,CASE000130,ST008,20250127,2100,,,1740,Y
RT001867,Support Case,CASE000132,ST004,20250127,1500,,,3300,N
RT001868,Support Case,CASE000137,ST005,20250129,1860,,,,N
RT001869,Support Case,CASE000140,ST003,20250129,1320,,,1680,N
RT001870,Support Case,CASE000141,ST007,20250129,900,,,660,N
RT001871,Support Case,CASE000143,ST003,20250129,1680,,,120,N
RT001872,Support Case,CASE000144,ST005,20250130,1500,,,3720,Y
RT001873,Support Case,CASE000146,ST009,20250130,1920,,,3360,N
RT001874,Support Case,CASE000148,ST012,20250131,120,,,4440,Y
RT001875,Support Case,CASE000154,ST010,20250201,1080,,,2100,N
RT001876,Support Case,CASE000156,ST001,20250202,1320,,,,N
RT001877,Support Case,CASE000161,ST008,20250202,1680,,,1320,N
RT001878,Support Case,CASE000163,ST001,20250203,1380,,,8160,Y
RT001879,Support Case,CASE000164,ST001,20250203,1200,,,10320,Y
RT001880,Support Case,CASE000165,ST004,20250203,1380,,,1080,N
RT001881,Support Case,CASE000169,ST002,20250204,60,,,,N
RT001882,Support Case,CASE000172,ST004,20250204,1560,,,7380,Y
RT001883,Support Case,CASE000173,ST002,20250204,780,,,6900,Y
RT001884,Support Case,CASE000177,ST006,20250205,2100,,,1020,N
RT001885,Support Case,CASE000183,ST012,20250207,900,,,6000,Y
RT001886,Support Case,CASE000184,ST004,20250207,1920,,,420,N
RT001887,Support Case,CASE000185,ST008,20250207,1620,,,,N
RT001888,Support Case,CASE000186,ST010,20250207,600,,,,N
RT001889,Support Case,CASE000192,ST007,20250209,1320,,,3060,Y
RT001890,Support Case,CASE000198,ST014,20250210,780,,,1440,N
RT001891,Support Case,CASE000201,ST011,20250210,1080,,,,N
RT001892,Support Case,CASE000203,ST007,20250210,960,,,6360,Y
RT001893,Support Case,CASE000210,ST010,20250212,2040,,,6060,Y
RT001894,Support Case,CASE000213,ST013,20250212,840,,,720,N
RT001895,Support Case,CASE000215,ST015,20250213,240,,,,N
RT001896,Support Case,CASE000216,ST015,20250213,780,,,1560,N
RT001897,Support Case,CASE000219,ST001,20250214,1500,,,960,Y
RT001898,Support Case,CASE000223,ST013,20250214,1620,,,420,N
RT001899,Support Case,CASE000224,ST006,20250215,180,,,,N
RT001900,Support Case,CASE000247,ST009,20250218,1560,,,4200,N
RT001901,Support Case,CASE000248,ST006,20250218,2100,,,5580,Y
RT001902,Support Case,CASE000249,ST001,20250218,720,,,4740,Y
RT001903,Support Case,CASE000258,ST010,20250221,720,,,,N
RT001904,Support Case,CASE000261,ST007,20250221,780,,,,N
RT001905,Support Case,CASE000263,ST009,20250222,960,,,3480,N
RT001906,Support Case,CASE000265,ST003,20250222,420,,,,N
RT001907,Support Case,CASE000276,ST013,20250224,1860,,,,N
RT001908,Support Case,CASE000280,ST007,20250225,1320,,,,N
RT001909,Support Case,CASE000283,ST010,20250225,1020,,,3660,Y
RT001910,Support Case,CASE000289,ST002,20250226,120,,,3600,N
RT001911,Support Case,CASE000295,ST002,20250227,960,,,3600,N
RT001912,Support Case,CASE000297,ST003,20250228,780,,,5520,Y
RT001913,Support Case,CASE000298,ST010,20250228,660,,,,N
RT001914,Support Case,CASE000299,ST004,20250228,2040,,,2880,N
RT001915,Support Case,CASE000303,ST014,20250302,180,,,1200,N
RT001916,Support Case,CASE000307,ST007,20250302,1080,,,2580,Y
RT001917,Support Case,CASE000308,ST015,20250302,1020,,,8700,Y
RT001918,Support Case,CASE000311,ST010,20250303,600,,,,N
RT001919,Support Case,CASE000313,ST007,20250303,1320,,,1860,Y
RT001920,Support Case,CASE000315,ST010,20250304,1800,,,,N
RT001921,Support Case,CASE000316,ST012,20250304,1320,,,2100,Y
RT001922,Support Case,CASE000320,ST009,20250305,2040,,,5880,Y
RT001923,Support Case,CASE000323,ST008,20250306,900,,,,N
RT001924,Support Case,CASE000324,ST001,20250306,1860,,,780,N
RT001925,Support Case,CASE000326,ST008,20250306,360,,,600,N
RT001926,Support Case,CASE000333,ST015,20250308,1800,,,7380,Y
RT001927,Support Case,CASE000335,ST011,20250309,1320,,,,N
RT001928,Support Case,CASE000338,ST001,20250309,300,,,,N
RT001929,Support Case,CASE000340,ST002,20250310,1860,,,9480,Y
RT001930,Support Case,CASE000345,ST010,20250310,2160,,,4080,Y
RT001931,Support Case,CASE000348,ST015,20250311,1440,,,,N
RT001932,Support Case,CASE000349,ST005,20250311,840,,,,N
RT001933,Support Case,CASE000351,ST006,20250311,1680,,,1320,N
RT001934,Support Case,CASE000354,ST013,20250312,1320,,,,N
RT001935,Support Case,CASE000355,ST001,20250312,1320,,,,N
RT001936,Support Case,CASE000360,ST001,20250313,1920,,,2640,N
RT001937,Support Case,CASE000362,ST009,20250314,1140,,,2640,N
RT001938,Support Case,CASE000365,ST006,20250315,120,,,3180,Y
RT001939,Support Case,CASE000367,ST007,20250316,120,,,,N
RT001940,Support Case,CASE000375,ST002,20250317,240,,,960,N
RT001941,Support Case,CASE000383,ST012,20250319,1680,,,9060,Y
RT001942,Support Case,CASE000388,ST004,20250320,1920,,,7140,Y
RT001943,Support Case,CASE000389,ST009,20250320,2160,,,2220,N
RT001944,Support Case,CASE000391,ST012,20250321,540,,,7380,Y
RT001945,Support Case,CASE000393,ST012,20250321,660,,,3120,N
RT001946,Support Case,CASE000394,ST009,20250321,1920,,,,N
RT001947,Support Case,CASE000397,ST010,20250321,120,,,420,N
RT001948,Support Case,CASE000400,ST010,20250322,180,,,2460,Y
RT001949,Support Case,CASE000401,ST003,20250322,1980,,,2880,N
RT001950,Support Case,CASE000405,ST015,20250323,1860,,,1680,N
RT001951,Support Case,CASE000408,ST015,20250324,420,,,6420,Y
RT001952,Support Case,CASE000413,ST003,20250324,1680,,,3000,N
RT001953,Support Case,CASE000414,ST007,20250324,480,,,60,N
RT001954,Support Case,CASE000415,ST008,20250324,540,,,6600,Y
RT001955,Support Case,CASE000416,ST010,20250325,1440,,,,N
RT001956,Support Case,CASE000419,ST001,20250326,360,,,60,N
RT001957,Support Case,CASE000426,ST001,20250327,1080,,,,N
RT001958,Support Case,CASE000427,ST015,20250327,1440,,,,N
RT001959,Support Case,CASE000428,ST008,20250328,1080,,,,N
RT001960,Support Case,CASE000429,ST007,20250328,720,,,,N
RT001961,Support Case,CASE000430,ST006,20250328,2160,,,240,N
RT001962,Support Case,CASE000431,ST009,20250328,60,,,7140,Y
RT001963,Support Case,CASE000435,ST015,20250328,1140,,,11220,Y
RT001964,Support Case,CASE000437,ST007,20250329,1020,,,5400,N
RT001965,Support Case,CASE000439,ST011,20250329,1260,,,3660,N
RT001966,Support Case,CASE000440,ST010,20250329,1140,,,,N
RT001967,Support Case,CASE000445,ST003,20250330,360,,,1380,N
RT001968,Support Case,CASE000452,ST009,20250331,1440,,,7740,Y
RT001969,Support Case,CASE000458,ST001,20250402,120,,,2220,Y
RT001970,Support Case,CASE000459,ST010,20250403,2100,,,,N
RT001971,Support Case,CASE000460,ST004,20250403,480,,,8460,Y
RT001972,Support Case,CASE000462,ST001,20250403,1320,,,1740,N
RT001973,Support Case,CASE000463,ST010,20250403,960,,,4560,Y
RT001974,Support Case,CASE000465,ST012,20250404,660,,,8700,Y
RT001975,Support Case,CASE000466,ST005,20250404,900,,,,N
RT001976,Support Case,CASE000467,ST002,20250404,1800,,,9360,Y
RT001977,Support Case,CASE000469,ST002,20250404,720,,,1320,N
RT001978,Support Case,CASE000471,ST010,20250404,1440,,,360,N
RT001979,Support Case,CASE000483,ST014,20250407,1200,,,1500,N
RT001980,Support Case,CASE000488,ST011,20250408,1560,,,,N
RT001981,Support Case,CASE000491,ST004,20250409,1740,,,1200,N
RT001982,Support Case,CASE000500,ST010,20250411,780,,,4260,Y
RT001983,Support Case,CASE000507,ST011,20250412,900,,,3360,N
RT001984,Support Case,CASE000508,ST010,20250412,900,,,,N
RT001985,Support Case,CASE000511,ST015,20250413,360,,,60,N
RT001986,Support Case,CASE000512,ST002,20250413,1440,,,3540,N
RT001987,Support Case,CASE000513,ST009,20250413,1920,,,,N
RT001988,Support Case,CASE000515,ST013,20250414,1080,,,4380,Y
RT001989,Support Case,CASE000522,ST010,20250415,960,,,9480,Y
RT001990,Support Case,CASE000524,ST003,20250416,1620,,,,N
RT001991,Support Case,CASE000529,ST013,20250416,1320,,,420,N
RT001992,Support Case,CASE000530,ST008,20250416,1560,,,5340,N
RT001993,Support Case,CASE000532,ST006,20250417,600,,,1980,Y
RT001994,Support Case,CASE000533,ST016,20250417,420,,,,N
RT001995,Support Case,CASE000539,ST011,20250418,1500,,,2580,N
RT001996,Support Case,CASE000540,ST013,20250418,1740,,,,N
RT001997,Support Case,CASE000541,ST010,20250419,1080,,,9960,Y
RT001998,Support Case,CASE000542,ST006,20250419,1440,,,3840,N
RT001999,Support Case,CASE000546,ST001,20250420,1800,,,60,N
RT002000,Support Case,CASE000550,ST010,20250421,1020,,,5880,Y
RT002001,Support Case,CASE000552,ST010,20250421,2100,,,,N
RT002002,Support Case,CASE000553,ST016,20250421,2100,,,2040,N
RT002003,Support Case,CASE000555,ST015,20250421,2160,,,6960,Y
RT002004,Support Case,CASE000559,ST006,20250422,600,,,1260,N
RT002005,Support Case,CASE000560,ST001,20250423,720,,,3120,Y
RT002006,Support Case,CASE000561,ST010,20250423,600,,,420,N
RT002007,Support Case,CASE000567,ST013,20250425,1320,,,8100,Y
RT002008,Support Case,CASE000570,ST006,20250425,1200,,,2640,N
RT002009,Support Case,CASE000571,ST016,20250426,2160,,,2460,N
RT002010,Support Case,CASE000574,ST002,20250426,960,,,,N
RT002011,Support Case,CASE000576,ST003,20250427,1860,,,,N
RT002012,Support Case,CASE000577,ST010,20250427,1260,,,480,N
RT002013,Support Case,CASE000580,ST014,20250427,1980,,,14340,Y
RT002014,Support Case,CASE000583,ST004,20250428,1560,,,11520,Y
RT002015,Support Case,CASE000585,ST004,20250428,1080,,,,N
RT002016,Support Case,CASE000590,ST016,20250430,1140,,,60,N
RT002017,Support Case,CASE000591,ST010,20250430,2040,,,2220,N
RT002018,Support Case,CASE000592,ST004,20250430,480,,,,N
RT002019,Support Case,CASE000593,ST007,20250430,420,,,1380,N
RT002020,Support Case,CASE000605,ST012,20250504,1260,,,,N
RT002021,Support Case,CASE000608,ST003,20250505,1560,,,1380,N
RT002022,Support Case,CASE000610,ST010,20250505,1500,,,120,N
RT002023,Support Case,CASE000617,ST016,20250506,1200,,,1800,N
RT002024,Support Case,CASE000618,ST001,20250506,2160,,,10440,Y
RT002025,Support Case,CASE000619,ST006,20250506,720,,,3720,Y
RT002026,Support Case,CASE000620,ST007,20250506,2160,,,1680,N
RT002027,Support Case,CASE000622,ST003,20250506,480,,,5700,Y
RT002028,Support Case,CASE000625,ST011,20250507,840,,,5580,N
RT002029,Support Case,CASE000626,ST001,20250507,720,,,720,N
RT002030,Support Case,CASE000629,ST010,20250508,2100,,,,N
RT002031,Support Case,CASE000639,ST001,20250510,1440,,,6960,Y
RT002032,Support Case,CASE000640,ST007,20250510,1200,,,2160,N
RT002033,Support Case,CASE000643,ST003,20250511,2160,,,2400,N
RT002034,Support Case,CASE000652,ST001,20250513,1260,,,,N
RT002035,Support Case,CASE000660,ST002,20250514,1020,,,9300,Y
RT002036,Support Case,CASE000662,ST005,20250515,60,,,,N
RT002037,Support Case,CASE000663,ST009,20250515,960,,,4020,Y
RT002038,Support Case,CASE000669,ST007,20250517,1440,,,,N
RT002039,Support Case,CASE000671,ST014,20250517,660,,,,N
RT002040,Support Case,CASE000672,ST013,20250517,1860,,,2760,N
RT002041,Support Case,CASE000677,ST001,20250519,780,,,4320,N
RT002042,Support Case,CASE000680,ST010,20250519,1080,,,120,N
RT002043,Support Case,CASE000681,ST001,20250519,720,,,4440,Y
RT002044,Support Case,CASE000691,ST007,20250521,60,,,60,N
RT002045,Support Case,CASE000692,ST007,20250521,1200,,,3180,Y
RT002046,Support Case,CASE000694,ST016,20250521,840,,,660,N
RT002047,Support Case,CASE000695,ST002,20250521,1980,,,5340,Y
RT002048,Support Case,CASE000698,ST010,20250522,780,,,3480,N
RT002049,Support Case,CASE000711,ST006,20250524,120,,,,N
RT002050,Support Case,CASE000714,ST002,20250525,1140,,,3900,Y
RT002051,Support Case,CASE000719,ST011,20250526,480,,,2940,N
RT002052,Support Case,CASE000726,ST007,20250527,2100,,,1260,Y
RT002053,Support Case,CASE000727,ST009,20250527,360,,,1500,N
RT002054,Support Case,CASE000731,ST001,20250528,60,,,13260,Y
RT002055,Support Case,CASE000733,ST013,20250528,1320,,,5760,Y
RT002056,Support Case,CASE000735,ST012,20250529,1680,,,,N
RT002057,Support Case,CASE000736,ST001,20250529,240,,,3420,Y
RT002058,Support Case,CASE000741,ST014,20250530,2100,,,,N
RT002059,Support Case,CASE000745,ST009,20250531,420,,,4380,Y
RT002060,Support Case,CASE000746,ST004,20250531,1020,,,9060,Y
RT002061,Support Case,CASE000748,ST002,20250601,1080,,,540,N
RT002062,Support Case,CASE000751,ST003,20250602,1560,,,,N
RT002063,Support Case,CASE000752,ST015,20250602,120,,,3720,Y
RT002064,Support Case,CASE000757,ST010,20250602,1320,,,240,N
RT002065,Support Case,CASE000758,ST007,20250602,1680,,,1620,N
RT002066,Support Case,CASE000759,ST006,20250603,2100,,,1920,Y
RT002067,Support Case,CASE000760,ST013,20250603,660,,,180,N
RT002068,Support Case,CASE000761,ST001,20250603,900,,,300,N
RT002069,Support Case,CASE000764,ST006,20250603,1980,,,1860,N
RT002070,Support Case,CASE000765,ST009,20250603,240,,,,N
RT002071,Support Case,CASE000766,ST015,20250604,2160,,,2940,N
RT002072,Support Case,CASE000768,ST011,20250604,300,,,,N
RT002073,Support Case,CASE000770,ST006,20250605,1920,,,1020,Y
RT002074,Support Case,CASE000774,ST001,20250606,360,,,300,N
RT002075,Support Case,CASE000777,ST004,20250606,660,,,60,N
RT002076,Support Case,CASE000780,ST008,20250606,1500,,,2520,N
RT002077,Support Case,CASE000783,ST010,20250607,1620,,,9600,Y
RT002078,Support Case,CASE000788,ST009,20250607,2100,,,2580,N
RT002079,Support Case,CASE000791,ST010,20250608,780,,,,N
RT002080,Support Case,CASE000793,ST013,20250609,1200,,,6000,Y
RT002081,Support Case,CASE000794,ST004,20250609,1860,,,,N
RT002082,Support Case,CASE000796,ST002,20250609,1560,,,60,N
RT002083,Support Case,CASE000802,ST001,20250610,240,,,,N
RT002084,Support Case,CASE000805,ST010,20250611,1800,,,12180,Y
RT002085,Support Case,CASE000806,ST002,20250611,1560,,,540,N
RT002086,Support Case,CASE000810,ST002,20250611,120,,,4020,N
RT002087,Support Case,CASE000817,ST001,20250614,2100,,,7560,Y
RT002088,Support Case,CASE000821,ST006,20250614,1560,,,4320,N
RT002089,Support Case,CASE000823,ST011,20250615,60,,,1020,N
RT002090,Support Case,CASE000824,ST008,20250615,1620,,,3240,Y
RT002091,Support Case,CASE000826,ST010,20250616,1560,,,13980,Y
RT002092,Support Case,CASE000830,ST002,20250617,1080,,,2520,N
RT002093,Support Case,CASE000831,ST003,20250617,180,,,780,N
RT002094,Support Case,CASE000832,ST001,20250617,1080,,,,N
RT002095,Support Case,CASE000836,ST009,20250618,1200,,,1740,Y
RT002096,Support Case,CASE000838,ST013,20250618,1800,,,,N
RT002097,Support Case,CASE000842,ST002,20250619,1800,,,8040,Y
RT002098,Support Case,CASE000845,ST002,20250619,1740,,,,N
RT002099,Support Case,CASE000846,ST001,20250619,1440,,,5640,Y
RT002100,Support Case,CASE000847,ST001,20250620,1740,,,,N
RT002101,Support Case,CASE000849,ST007,20250621,180,,,,N
RT002102,Support Case,CASE000852,ST003,20250621,240,,,1980,N
RT002103,Support Case,CASE000857,ST004,20250622,2040,,,1200,N
RT002104,Support Case,CASE000861,ST010,20250623,1560,,,11100,Y
RT002105,Support Case,CASE000864,ST010,20250623,840,,,5460,N
RT002106,Support Case,CASE000865,ST001,20250624,1800,,,4980,Y
RT002107,Support Case,CASE000871,ST003,20250625,300,,,7620,Y
RT002108,Support Case,CASE000873,ST013,20250625,720,,,2700,N
RT002109,Support Case,CASE000875,ST013,20250626,240,,,,N
RT002110,Support Case,CASE000877,ST001,20250626,1080,,,720,N
RT002111,Support Case,CASE000884,ST006,20250627,1860,,,,N
RT002112,Support Case,CASE000885,ST002,20250627,600,,,3360,N
RT002113,Support Case,CASE000887,ST005,20250628,1200,,,7740,Y
RT002114,Support Case,CASE000889,ST013,20250628,1320,,,660,N
RT002115,Support Case,CASE000892,ST002,20250629,1200,,,,N
RT002116,Support Case,CASE000894,ST010,20250629,120,,,,N
RT002117,Support Case,CASE000898,ST013,20250630,1140,,,540,N
RT002118,Support Case,CASE000903,ST009,20250630,2040,,,2040,N
RT002119,Support Case,CASE000906,ST003,20250630,960,,,3300,N
RT002120,Support Case,CASE000908,ST001,20250701,840,,,2640,N
RT002121,Support Case,CASE000909,ST008,20250701,1860,,,,N
RT002122,Support Case,CASE000911,ST008,20250701,120,,,3120,N
RT002123,Support Case,CASE000915,ST006,20250702,1980,,,1500,N
RT002124,Support Case,CASE000917,ST012,20250702,180,,,,N
RT002125,Support Case,CASE000918,ST001,20250702,1740,,,3960,N
RT002126,Support Case,CASE000920,ST001,20250703,420,,,1860,Y
RT002127,Support Case,CASE000926,ST012,20250704,240,,,,N
